,id,county,chci09,chci10,chci11,chci12,chci13,chci14,chci15,chci16,chci17,pop09,pop10,pop11,pop12,pop13,pop14,pop15,pop16,pop17,chcig,chcigr,popg,popgr,fips
1,1001,"Autauga County, Alabama",136.49,136.22,136.84,136.11,135.78,137.42,139.36,140.51,141.41,31469,33884,34581,35144,35696,36233,36319,36466,36757,4.92,0.036046597,5288,0.168038387,01001
2,1003,"Baldwin County, Alabama",142.02,141.53,141.96,142.54,143.09,143.75,144.69,145.35,146.35,118585,121560,124450,127271,130063,133267,137001,139946,143022,4.33,0.030488664,24437,0.206071594,01003
3,1005,"Barbour County, Alabama",122.87,124.83,124.79,125.39,124.91,125.74,124.16,125.15,123.69,19791,18879,18924,18982,18988,18836,18808,18387,18434,0.82,0.00667372,-1357,-0.06856652,01005
4,1007,"Bibb County, Alabama",121.36,121.12,120.85,121.14,124.2,123.35,125.42,127.23,127.92,14489,15082,15291,15518,15340,15683,15629,15750,15859,6.56,0.054054054,1370,0.09455449,01007
5,1009,"Blount County, Alabama",122.88,123.93,122.48,124.65,125.55,126.06,127.15,127.76,127.93,38472,38085,38473,38703,38846,39052,39408,39472,39475,5.05,0.041097005,1003,0.026070909,01009
6,1011,"Bullock County, Alabama",117.59,122.57,123.55,120.99,121.06,121.59,121.9,121.6,126.67,7115,7301,7537,7575,7510,7283,7438,7333,7377,9.08,0.07721745,262,0.036823612,01011
7,1013,"Butler County, Alabama",124.26,123.19,124.25,124.84,126.35,127.08,127.87,130.12,130.06,13378,14039,14096,14081,14080,14041,13996,13949,13958,5.8,0.046676324,580,0.043354762,01013
8,1015,"Calhoun County, Alabama",130.6,129.24,128.69,129.13,129.16,130.9,131.98,133.09,133.7,75911,77722,78106,78303,78545,78667,78700,78661,78975,3.1,0.0237366,3064,0.040363057,01015
9,1017,"Chambers County, Alabama",121.79,122.43,123.03,123.55,124.61,125.99,125.96,126.91,127.8,23901,23737,23740,23621,23756,23821,23814,23854,23698,6.01,0.049347237,-203,-0.008493368,01017
10,1019,"Cherokee County, Alabama",121.25,122.8,123.08,125.71,126.31,127.62,127.72,129.56,127.27,17756,18554,18634,18503,18777,18806,18734,18694,18797,6.02,0.049649485,1041,0.058628069,01019
11,1021,"Chilton County, Alabama",123.65,124.54,123.92,124.49,124.71,126.16,126.61,128.25,129.22,28187,28554,28821,28945,29302,29393,29472,29735,29697,5.57,0.045046502,1510,0.053570795,01021
12,1023,"Choctaw County, Alabama",119.05,119.69,121.6,123.43,124.2,124.3,124.77,126.03,126.32,9757,9793,9713,9617,9603,9564,9534,9448,9449,7.27,0.061066779,-308,-0.03156708,01023
13,1025,"Clarke County, Alabama",125.58,125.11,126.99,126.95,125.8,126.42,127.55,126.81,127.65,16837,16839,17219,17214,17239,17220,17128,17022,16921,2.07,0.016483516,84,0.004989012,01025
14,1027,"Clay County, Alabama",120.11,120.34,120.46,120.96,122.13,120.8,121.7,122.34,120.87,9878,9828,9845,9673,9631,9620,9535,9446,9455,0.76,0.006327533,-423,-0.042822434,01027
15,1029,"Cleburne County, Alabama",119.64,119.06,121.1,121.96,122.62,123.62,125.05,124.19,125.16,10068,10130,10169,10173,10215,10308,10420,10366,10387,5.52,0.046138415,319,0.031684545,01029
16,1031,"Coffee County, Alabama",133.72,134.1,133.87,135.79,135.77,137.22,138.38,138.86,138.04,31465,32426,32909,33409,34017,34363,34464,34614,34736,4.32,0.032306312,3271,0.103956777,01031
17,1033,"Colbert County, Alabama",130.09,130.07,131.06,132.35,132.88,132.86,134.3,133.48,134.28,37843,37986,37992,37936,37893,38009,38008,38271,38423,4.19,0.032208471,580,0.01532648,01033
18,1035,"Conecuh County, Alabama",121.88,121.47,123.33,123.1,122.86,121.7,122.39,123.11,122.47,8797,8917,8822,8930,8959,8930,8905,8808,8772,0.59,0.004840827,-25,-0.002841878,01035
19,1037,"Coosa County, Alabama",119.18,122.16,123.71,123.47,123.32,122.89,121.08,121.29,124.24,7740,8169,8115,8153,8136,8218,8022,7907,8117,5.06,0.042456788,377,0.04870801,01037
20,1039,"Covington County, Alabama",125.66,125.31,125.6,126.74,127.46,128.49,128.25,128.94,130.13,25284,26024,26167,26210,26292,26478,26470,26492,26416,4.47,0.035572179,1132,0.044771397,01039
21,1041,"Crenshaw County, Alabama",121.46,121.06,123.8,122.95,124.58,124.37,125.99,125.93,128.16,9387,9548,9499,9477,9536,9527,9548,9551,9588,6.7,0.055162193,201,0.021412592,01041
22,1043,"Cullman County, Alabama",125.69,126.95,127.28,128.05,129.27,129.86,129.93,129.81,130.14,55091,54240,54704,54919,55151,55380,55773,56323,56720,4.45,0.035404567,1629,0.029569258,01043
23,1045,"Dale County, Alabama",132.15,132.39,132.98,133.29,133.1,133.4,132.97,132.75,133.4,31168,32541,32739,33020,33127,33129,33245,33363,33288,1.25,0.009458948,2120,0.06801848,01045
24,1047,"Dallas County, Alabama",126.4,127.41,126.78,125.85,127.66,128.44,128.5,128.44,130.31,26972,28045,28046,27909,27847,27699,27453,27038,26849,3.91,0.030933544,-123,-0.004560285,01047
25,1049,"DeKalb County, Alabama",117.42,119.02,120.38,119.46,120.42,122.14,121.72,121.78,123.63,45889,46314,46602,46841,46996,47081,47227,47440,47694,6.21,0.052887072,1805,0.039334045,01049
26,1051,"Elmore County, Alabama",132.96,134.65,136.42,136.93,137.22,138.1,137.48,138.06,138.29,51068,51758,52547,53090,53571,53964,54452,54950,55278,5.33,0.040087244,4210,0.082439101,01051
27,1053,"Escambia County, Alabama",123.46,123.18,123.05,124.43,124.14,125.41,126.54,126.06,127.02,25326,25907,26044,26230,26202,25894,26007,25762,25896,3.56,0.02883525,570,0.022506515,01053
28,1055,"Etowah County, Alabama",129.95,130.51,130.35,130.17,130.04,130.64,131.19,131.5,132.66,70407,71016,71240,71383,71477,71636,71591,71696,71745,2.71,0.020854175,1338,0.019003792,01055
29,1057,"Fayette County, Alabama",121.22,120.76,122.16,123.71,124.76,126.33,126.5,127.21,127.89,12208,12082,12111,12046,11974,11935,11880,11806,11715,6.67,0.055023923,-493,-0.040383355,01057
30,1059,"Franklin County, Alabama",120.17,121,120.98,122.13,121.04,120.65,122.19,123.55,124.2,20632,20876,21052,21054,21058,21162,21075,20928,20734,4.03,0.033535824,102,0.004943777,01059
31,1061,"Geneva County, Alabama",119.49,119.48,122.34,122.34,122.57,124.05,125.01,124.57,125.52,17922,18274,18459,18737,18779,18733,18762,18805,18666,6.03,0.050464474,744,0.041513224,01061
32,1063,"Greene County, Alabama",118.8,120.77,121.64,124.38,125.22,124.21,123.46,122.67,123.96,5970,6088,5893,5966,6015,5888,5923,5965,5830,5.16,0.043434343,-140,-0.023450586,01063
33,1065,"Hale County, Alabama",119.89,121.88,121.84,123.36,125.49,127.22,127.3,127.91,128.5,11544,10552,10518,10463,10492,10364,10271,10229,10161,8.61,0.071815831,-1383,-0.119802495,01065
34,1067,"Henry County, Alabama",125.85,126.97,127.58,129.43,130.73,130.31,130.04,130.52,131.55,11087,11969,11917,12081,12162,12307,12213,12221,12123,5.7,0.045292014,1036,0.093442771,01067
35,1069,"Houston County, Alabama",133.31,132.99,133.38,133.73,134.43,135.06,135.78,136.44,136.93,64880,66161,67244,68215,68997,69723,70274,70773,71238,3.62,0.027154752,6358,0.097996301,01069
36,1071,"Jackson County, Alabama",121.54,123.15,124.63,124.64,124.73,125.32,125,126.37,127.94,36770,36997,37173,37186,37111,37170,37190,37119,37016,6.4,0.052657561,246,0.006690237,01071
37,1073,"Jefferson County, Alabama",142.63,143.53,143.75,144.35,145.27,145.65,146.2,147.08,147.59,441789,436589,437995,439531,441488,443123,444969,446097,447048,4.96,0.034775293,5259,0.011903873,01073
38,1075,"Lamar County, Alabama",121.01,121.43,121.85,122.62,122.14,124.69,124.56,125.7,126.85,10182,10283,10238,10226,10164,10112,10017,9998,9938,5.84,0.048260474,-244,-0.023963858,01075
39,1077,"Lauderdale County, Alabama",133.71,135.56,135.22,135.59,135.66,136.7,136.65,136.69,137.65,61204,61976,62367,62668,62721,62760,62870,63148,63168,3.94,0.029466756,1964,0.032089406,01077
40,1079,"Lawrence County, Alabama",122.38,122.99,125.08,125.41,123.85,124,124.45,123.66,123.57,23233,23169,23290,23274,23299,23411,23292,23427,23370,1.19,0.009723811,137,0.005896785,01079
41,1081,"Lee County, Alabama",144.63,144.97,145.66,145.99,147.25,148.07,149.46,149.4,150.5,68916,75568,77424,80386,82970,85595,87947,90099,92452,5.87,0.040586324,23536,0.341517209,01081
42,1083,"Limestone County, Alabama",130.1,132.91,133.32,134.11,134.97,136.16,136.32,136.18,137.89,50490,53419,55089,56813,58244,59598,61004,62036,63026,7.79,0.059877018,12536,0.248286789,01083
43,1085,"Lowndes County, Alabama",123.35,122.75,124.39,125.05,124.92,124.34,125.83,124.5,126.75,8059,7626,7518,7429,7376,7277,7205,7165,7065,3.4,0.027563843,-994,-0.123340365,01085
44,1087,"Macon County, Alabama",132.59,134,134.41,133.15,133.55,134.47,133.69,134.16,134.98,12710,13185,12918,12915,12719,12609,12382,12414,12280,2.39,0.018025492,-430,-0.033831629,01087
45,1089,"Madison County, Alabama",150.95,150.68,151.5,152.11,153.05,153.4,153.75,155.06,155.12,206313,212171,216923,221377,225696,229780,233276,236871,239756,4.17,0.027625041,33443,0.162098365,01089
46,1091,"Marengo County, Alabama",128.37,130.33,130.96,131.85,132.19,131.01,130.65,129.4,130.09,13726,13985,14019,14061,13974,13943,13783,13679,13557,1.72,0.013398769,-169,-0.0123124,01091
47,1093,"Marion County, Alabama",120.2,120.25,118.96,120.52,122.9,123.92,126.19,126.98,127.72,20811,21843,21795,21690,21751,21713,21650,21538,21406,7.52,0.062562396,595,0.028590649,01093
48,1095,"Marshall County, Alabama",124.92,124.74,125.51,125.6,126.5,127.4,128.19,128.94,130.43,58036,60272,60957,61577,62130,62506,63035,63366,63248,5.51,0.044108229,5212,0.089806327,01095
49,1097,"Mobile County, Alabama",134.03,134.1,134.73,135.2,135.7,136.47,136.9,138.02,138.45,260043,263796,265828,267708,269898,271571,273199,274893,275878,4.42,0.032977692,15835,0.060893775,01097
50,1099,"Monroe County, Alabama",124.72,123.97,122.89,122.46,123.56,125.88,126.45,126.92,127.4,14882,15390,15296,15359,15282,15093,14913,14893,14794,2.68,0.021488133,-88,-0.005913184,01099
51,1101,"Montgomery County, Alabama",144.14,143.9,144.6,144.32,144.56,144.67,144.51,145.27,146.28,141528,145359,145905,146368,146521,147168,147536,150072,149318,2.14,0.014846677,7790,0.055042112,01101
52,1103,"Morgan County, Alabama",132.75,131.99,132.46,132.73,133.15,132.92,135.11,134.79,134.58,77272,79297,80051,80903,81263,81509,81977,82033,82094,1.83,0.013785311,4822,0.06240294,01103
53,1105,"Perry County, Alabama",121.27,121.89,122.43,121.28,120.76,119.62,125.79,127.32,130.6,6433,6633,6818,6745,6581,6252,6115,5941,5858,9.33,0.076935763,-575,-0.08938287,01105
54,1107,"Pickens County, Alabama",123.08,124.33,122.53,122.57,125.01,123.97,124.04,126.03,126.12,13065,13351,13321,13390,13326,13562,13839,14084,14241,3.04,0.024699383,1176,0.090011481,01107
55,1109,"Pike County, Alabama",132.67,135.04,135.04,135.48,136.08,136.35,136.32,136.6,138.01,17363,18646,18888,19055,19256,19278,19506,19618,19657,5.34,0.040250245,2294,0.132120025,01109
56,1111,"Randolph County, Alabama",122.94,121.85,121.88,121.8,121.24,122.48,126.06,126.74,127.41,15292,15319,15407,15474,15495,15525,15549,15599,15594,4.47,0.0363592,302,0.019748888,01111
57,1113,"Russell County, Alabama",124.23,124.55,125.84,128.17,130,130.09,132.05,132.45,132.41,33317,33442,34126,34948,36064,37235,38172,38568,38710,8.18,0.065845609,5393,0.161869316,01113
58,1115,"St. Clair County, Alabama",128.15,128.21,128.87,129.68,130.58,130.83,131.07,131.81,131.88,52678,54763,56057,57090,57946,58701,59246,60054,60248,3.73,0.029106516,7570,0.143703254,01115
59,1117,"Shelby County, Alabama",153.21,153.11,153.68,153.94,153.92,154.13,154.47,155.07,156.25,120551,124951,127768,130376,132782,135055,137126,139017,141263,3.04,0.019842047,20712,0.171811101,01117
60,1119,"Sumter County, Alabama",122.18,123.37,125.2,126.25,125.38,126.63,128.05,131.58,133.02,8218,8634,8489,8408,8272,8268,8128,8278,8244,10.84,0.088721558,26,0.003163787,01119
61,1121,"Talladega County, Alabama",123.95,124.72,125.38,125.58,127.06,126.59,127.24,127.55,128.25,53902,55620,55670,55822,55967,55951,56114,55993,56103,4.3,0.034691408,2201,0.040833364,01121
62,1123,"Tallapoosa County, Alabama",127,127.89,129.71,127.77,129.68,131.46,131.2,131.1,132.7,28238,28734,28875,29016,29019,28921,28908,28910,28609,5.7,0.04488189,371,0.013138324,01123
63,1125,"Tuscaloosa County, Alabama",140.69,140.63,140.72,141.3,142.33,143.16,143.42,144.59,145.54,104678,110719,112556,114468,117196,119835,120960,123155,125145,4.85,0.034472955,20467,0.195523415,01125
64,1127,"Walker County, Alabama",123.19,123.34,123.75,124.37,124.34,124.85,125.37,124.86,125.72,47871,46946,46663,46419,46142,45901,45786,45633,45197,2.53,0.020537381,-2674,-0.055858453,01127
65,1129,"Washington County, Alabama",120.69,121.59,123.35,123.26,124.01,125.1,124.55,124.77,126.52,11320,11540,11569,11561,11579,11490,11508,11524,11607,5.83,0.048305576,287,0.025353357,01129
66,1131,"Wilcox County, Alabama",124.49,119.45,120.49,118.49,121.51,123.25,125.54,125.34,125.59,7697,7676,7621,7593,7499,7466,7399,7441,7242,1.1,0.008836051,-455,-0.05911394,01131
67,1133,"Winston County, Alabama",120.75,121.47,122.5,121.71,122.32,123.16,123.54,125.36,126.04,16802,17353,17245,17196,17335,17310,17251,17274,17255,5.29,0.043809524,453,0.026961076,01133
68,2013,"Aleutians East Borough, Alaska",117.1,113.51,125.91,122.99,120.41,122.96,125.15,125.39,127.47,2241,3017,2465,2429,2458,2544,2520,2545,2555,10.37,0.088556789,314,0.14011602,02013
69,2016,"Aleutians West Census Area, Alaska",117.67,114.9,122.43,124.56,127.42,130.42,128.67,131.46,131.84,4338,5058,4236,4032,4065,4084,3908,4153,4147,14.17,0.120421518,-191,-0.044029507,02016
70,2020,"Anchorage Municipality, Alaska",148.35,149.18,148.83,149.17,149.21,149.52,149.53,150.66,150.96,173024,177161,180063,183298,185891,188115,189300,191431,192310,2.61,0.017593529,19286,0.111464306,02020
71,2050,"Bethel Census Area, Alaska",124.28,123.96,123.3,123.92,123.25,124.07,123.37,124.28,125.14,8860,8617,8782,8911,9063,9253,9444,9503,9578,0.86,0.006919858,718,0.081038375,02050
72,2060,"Bristol Bay Borough, Alaska",130.58,132.82,137.44,136.9,138.2,138.44,137.95,136.93,137.23,408,636,695,621,618,668,649,649,650,6.65,0.050926635,242,0.593137255,02060
73,2068,"Denali Borough, Alaska",143.58,145.48,139.99,140.94,141.8,143.65,150.42,153.52,159.48,1187,843,1304,1382,1390,1412,1383,1503,1590,15.9,0.110739657,403,0.339511373,02068
74,2070,"Dillingham Census Area, Alaska",132.43,131.5,131.19,130.33,130.73,129.72,130.63,132.5,132.52,2755,2648,2676,2683,2725,2755,2829,2824,2876,0.09,0.000679604,121,0.043920145,02070
75,2090,"Fairbanks North Star Borough, Alaska",145.19,146,145.99,147.28,147.45,148.54,150.04,151.42,151.21,56188,56644,58069,59076,59985,60377,60737,61221,61853,6.02,0.041462911,5665,0.10082224,02090
76,2100,"Haines Borough, Alaska",150.52,149.46,148.34,148.8,147.27,147.46,152.05,155.71,151.86,1753,1198,1869,1833,1948,1876,1934,1847,1867,1.34,0.008902471,114,0.065031375,02100
77,2105,"Hoonah-Angoon Census Area, Alaska",138.58,143.13,143.49,141.61,142.68,145.32,142.55,140.64,138.22,1530,1603,1577,1631,1578,1611,1615,1579,1651,-0.36,-0.002597777,121,0.079084967,02105
78,2110,"Juneau City and Borough, Alaska",152.28,151.82,154.04,153.73,154.24,154.52,154.96,156.21,156.76,20224,20611,20975,21358,21633,21948,22269,22288,22346,4.48,0.02941949,2122,0.104924842,02110
79,2122,"Kenai Peninsula Borough, Alaska",139.4,140.81,141.18,141.4,141.77,141.6,141.57,142.38,142.71,34915,36285,37142,37786,38242,38636,39037,39538,39960,3.31,0.02374462,5045,0.144493771,02122
80,2130,"Ketchikan Gateway Borough, Alaska",142.39,142.38,142.78,141.92,143.24,141.89,141.53,141.6,141.95,8661,8902,8992,9088,9199,9258,9320,9428,9514,-0.44,-0.003090105,853,0.098487473,02130
81,2150,"Kodiak Island Borough, Alaska",135.73,136.6,140.76,141.48,136.93,138.46,139.79,140.7,139.41,7760,8006,7998,8191,8364,8480,8536,8998,8968,3.68,0.02711265,1208,0.155670103,02150
82,2158,"Kusilvak Census Area, Alaska",NA,NA,NA,NA,NA,NA,117.76,118.1,118.46,NA,NA,NA,NA,NA,NA,3698,3773,3923,NA,NA,NA,NA,02158
83,2164,"Lake and Peninsula Borough, Alaska",127.88,124.67,134.84,132.48,132.1,128.72,129.16,128.09,131.64,694,746,877,845,801,832,858,835,789,3.76,0.029402565,95,0.136887608,02164
84,2170,"Matanuska-Susitna Borough, Alaska",138.16,139.39,139.72,139.81,139.93,139.74,139.93,139.62,139.53,50586,52158,54289,56077,57480,59136,60694,62756,64554,1.37,0.009916039,13968,0.276123829,02170
85,2180,"Nome Census Area, Alaska",127.65,128.04,128.15,128.33,130.44,128.8,128.78,128.93,129.26,4989,5015,5132,5185,5258,5349,5391,5406,5443,1.61,0.012612613,454,0.0910002,02180
86,2185,"North Slope Borough, Alaska",131.88,124.67,132.38,134.49,131.5,130.88,131.91,131.65,132.16,3540,4626,5091,5911,6073,6247,6283,6318,6490,0.28,0.002123142,2950,0.833333333,02185
87,2188,"Northwest Arctic Borough, Alaska",124.57,125.37,124.77,124.24,124.24,125.54,123.94,123.94,124.38,3757,3827,3873,3897,3918,3981,4025,4042,4095,-0.19,-0.001525247,338,0.089965398,02188
88,2195,"Petersburg Borough, Alaska",143.28,145.2,142.79,144.18,144.81,143.38,143.14,141.79,142.03,2687,2707,2714,2704,2696,2268,2172,2115,2179,-1.25,-0.008724176,-508,-0.189058429,02195
89,2198,"Prince of Wales-Hyder Census Area, Alaska",133.42,135.01,133.79,134.28,134.24,134.78,133.83,134.53,135.27,3628,3681,3657,3748,3817,4285,4300,4325,4455,1.85,0.013865987,827,0.227949283,02198
90,2220,"Sitka City and Borough, Alaska",145.31,147.03,152.11,150.13,150.47,149.27,149.14,149.96,150.62,5849,5931,5893,6040,6092,6169,6173,6296,6168,5.31,0.036542564,319,0.054539237,02220
91,2230,"Skagway Municipality, Alaska",148.15,149.19,145.96,140.07,142.04,150.17,151.51,149.46,146.31,691,722,793,783,797,731,792,807,829,-1.84,-0.012419845,138,0.199710564,02230
92,2240,"Southeast Fairbanks Census Area, Alaska",134.12,137.65,138.79,140.02,141.64,139.08,137.44,138.04,138.81,4022,4309,4381,4479,4524,4469,4450,4495,4473,4.69,0.034968685,451,0.112133267,02240
93,2261,"Valdez-Cordova Census Area, Alaska",139.9,142.29,143.31,141.51,141.56,141.43,145.4,145.99,149.65,6141,6359,6368,6461,6523,6472,6324,6265,6392,9.75,0.069692638,251,0.040872822,02261
94,2270,NA,119.62,116.77,117.02,117.46,117.58,117.23,NA,NA,NA,3413,3256,3305,3348,3424,3529,NA,NA,NA,NA,NA,NA,NA,02270
95,2275,"Wrangell City and Borough, Alaska",133.83,133.14,135.41,137.5,133.54,134.63,136.55,136.36,136.99,1409,1533,1598,1767,1806,1881,1818,1767,1857,3.16,0.023612045,448,0.317955997,02275
96,2282,"Yakutat City and Borough, Alaska",135.85,134.32,143.38,145.82,139.38,136.81,134.52,136.9,135.78,259,390,500,430,396,429,438,451,480,-0.07,-0.000515274,221,0.853281853,02282
97,2290,"Yukon-Koyukuk Census Area, Alaska",124.83,124.76,123.51,123.23,122.54,124.03,125.39,126.49,128.19,3549,3490,3491,3549,3537,3524,3543,3541,3450,3.36,0.026916607,-99,-0.027895182,02290
98,4001,"Apache County, Arizona",117.26,118.84,119.61,120.77,121.16,121.37,122.49,123.53,123.81,38737,40189,40874,41544,42349,42767,43194,43657,43766,6.55,0.055858775,5029,0.129824199,04001
99,4003,"Cochise County, Arizona",136.29,136.33,137.05,137.41,137.87,138.52,138.68,138.94,140.08,83977,87126,88249,88805,89013,88904,88549,88171,87509,3.79,0.02780835,3532,0.042059135,04003
100,4005,"Coconino County, Arizona",144.31,145.42,145.98,145.76,146.47,147.8,148.9,149.59,150.95,70600,76643,77350,78132,78523,79300,79562,80322,80822,6.64,0.046012057,10222,0.144787535,04005
101,4007,"Gila County, Arizona",130.86,131.98,132.11,132.98,133.23,133.61,133.61,134.56,136,36100,37756,37949,38365,38494,38319,38397,38557,38632,5.14,0.039278618,2532,0.070138504,04007
102,4009,"Graham County, Arizona",129.31,129.03,130.3,129.73,129.11,130.45,130.21,130.59,131.67,20959,21508,21728,22181,22324,22527,22786,22996,23350,2.36,0.018250715,2391,0.11407987,04009
103,4011,"Greenlee County, Arizona",130.52,132,128.56,129.6,127.97,128.09,127.89,129.73,130.64,4823,5235,5386,5347,5354,5574,5648,5772,5834,0.12,0.000919399,1011,0.209620568,04011
104,4012,"La Paz County, Arizona",121.01,121.6,121.98,121.58,120.45,123,122.42,122.08,123.67,15147,15848,15873,15871,15967,15618,15508,15369,15536,2.66,0.021981654,389,0.025681653,04012
105,4013,"Maricopa County, Arizona",140.76,142.46,142.26,142.77,143.47,143.51,144.23,144.74,145.1,2444612,2376039,2413770,2451398,2497802,2550592,2612345,2672410,2730613,4.34,0.030832623,286001,0.11699239,04013
106,4015,"Mohave County, Arizona",128.99,128.83,129.34,129.44,129.04,129.05,128.77,128.64,129.48,137205,143120,144895,145864,147081,148797,150498,151909,153930,0.49,0.003798744,16725,0.12189789,04015
107,4017,"Navajo County, Arizona",127.28,128.98,129.12,129.39,129.32,129.27,130,129.54,130.71,64653,63894,64700,65234,65802,66359,67160,68065,68236,3.43,0.02694846,3583,0.055418929,04017
108,4019,"Pima County, Arizona",143.16,144.39,144.52,144.51,144.69,145.04,145.63,146.17,147.06,658768,635425,643018,649597,650440,654497,658596,662883,666989,3.9,0.027242246,8221,0.012479355,04019
109,4021,"Pinal County, Arizona",132.63,133.05,133.54,133.54,133.61,133.64,133.83,134.46,134.48,194447,217683,231765,243196,250120,258629,261865,269816,276364,1.85,0.013948579,81917,0.421281892,04021
110,4023,"Santa Cruz County, Arizona",122.31,123.39,124.47,125.78,126.82,128.94,129.2,130.49,130.88,25152,27905,28175,28522,28729,29027,29062,28782,28877,8.57,0.07006786,3725,0.148099555,04023
111,4025,"Yavapai County, Arizona",140.83,141.39,141.47,141.73,141.99,142.31,142.86,143.32,143.01,153206,153129,155103,156277,157797,160107,162724,165655,168134,2.18,0.015479656,14928,0.097437437,04025
112,4027,"Yuma County, Arizona",120.88,121.68,122.58,122.4,122.79,122.61,123.03,122.81,123.25,113965,116138,118379,119622,121399,123759,125410,126271,127583,2.37,0.019606221,13618,0.119492827,04027
113,5001,"Arkansas County, Arkansas",125.15,127.1,127.02,127.51,127.28,128.22,126.62,128.61,128.67,13115,13202,13122,13162,13176,13042,12947,12745,12722,3.52,0.028126249,-393,-0.029965688,05001
114,5003,"Ashley County, Arkansas",126.95,127.1,126.68,128.61,127.95,128.03,128.72,128.71,128.14,14923,14869,14853,14739,14671,14635,14457,14337,14166,1.19,0.009373769,-757,-0.050727066,05003
115,5005,"Baxter County, Arkansas",128.68,130.11,131.06,132.23,132.7,133.19,133.98,134.23,135.03,31269,31371,31436,31437,31352,31340,31405,31435,31590,6.35,0.049347218,321,0.010265758,05005
116,5007,"Benton County, Arkansas",136.39,137.81,139.27,140.04,140.4,141.94,142.7,143.2,144.25,134966,133625,137940,141788,145847,149968,154240,158777,163405,7.86,0.057628858,28439,0.210712328,05007
117,5009,"Boone County, Arkansas",129.3,128.98,129.65,130.83,130.86,130.74,131.1,131.07,132.32,24976,25086,25416,25620,25733,25810,25902,26136,25897,3.02,0.023356535,921,0.0368754,05009
118,5011,"Bradley County, Arkansas",110.02,117.49,120.84,121.55,122.52,124.89,126.04,127.1,127.73,8452,8213,7925,7763,7755,7709,7649,7582,7530,17.71,0.160970733,-922,-0.109086607,05011
119,5013,"Calhoun County, Arkansas",123.13,119.47,120.35,120.5,121.47,124.94,125.09,127,127.99,3661,3805,3784,3811,3821,3770,3736,3704,3719,4.86,0.039470478,58,0.015842666,05013
120,5015,"Carroll County, Arkansas",125.4,128.57,129.07,129.67,130.97,130.9,130.36,131.86,134.19,18945,18970,19148,19203,19294,19502,19373,19478,19549,8.79,0.070095694,604,0.031881763,05015
121,5017,"Chicot County, Arkansas",118.6,120.2,120.79,122.52,122.15,123.04,123.68,126.03,126.31,8217,8167,8112,8067,7959,7886,7815,7728,7711,7.71,0.065008432,-506,-0.061579652,05017
122,5019,"Clark County, Arkansas",132.59,134.82,136.87,136.79,137.25,137.48,139.44,139.9,141.98,13020,13428,13360,13429,13342,13292,13182,13141,13186,9.39,0.07081982,166,0.012749616,05019
123,5021,"Clay County, Arkansas",118.15,117.72,119.4,120.73,120.69,120.9,122.54,123.58,123.25,11404,11410,11308,11248,11125,11044,10922,10812,10667,5.1,0.043165468,-737,-0.064626447,05021
124,5023,"Cleburne County, Arkansas",126.53,127.26,129.79,130.95,131.4,131.91,131.7,130.44,131.16,18396,18769,18873,18981,18945,18878,18855,18821,18802,4.63,0.036592113,406,0.022070015,05023
125,5025,"Cleveland County, Arkansas",127.82,128.25,128.62,128.59,128.13,129.37,130.07,130.97,132.82,5782,5866,5882,5859,5914,5832,5778,5760,5735,5,0.039117509,-47,-0.008128675,05025
126,5027,"Columbia County, Arkansas",133.99,135.11,135.28,134.23,135.45,135.42,134.35,135.46,135.2,15705,15618,15312,15364,15253,15088,15036,15040,14863,1.21,0.009030525,-842,-0.053613499,05027
127,5029,"Conway County, Arkansas",127.1,127.23,128.09,128.49,129.38,131.57,131.36,131.66,131.02,13791,14106,14224,14297,14397,14489,14483,14516,14496,3.92,0.030841857,705,0.051120296,05029
128,5031,"Craighead County, Arkansas",135.07,135.81,136.71,137.54,137.9,139.58,140.49,140.51,141.7,59259,58490,59491,60440,61773,62706,64232,65447,66594,6.63,0.049085659,7335,0.123778667,05031
129,5033,"Crawford County, Arkansas",124.49,126.36,126.67,127.31,128.3,129.15,129.9,129.44,130.79,38076,39393,39843,40254,40526,40779,41042,41418,41681,6.3,0.050606474,3605,0.094679063,05033
130,5035,"Crittenden County, Arkansas",126.79,126.41,126.25,127.45,126.77,128.13,129.6,131.32,131.09,31726,30785,31080,31267,31386,31293,31179,31056,31104,4.3,0.033914347,-622,-0.019605371,05035
131,5037,"Cross County, Arkansas",124.22,123.14,123.57,124.61,124.25,125.12,126.85,128.18,127.58,12296,11916,12179,12026,11966,11910,11826,11608,11552,3.36,0.027048784,-744,-0.060507482,05037
132,5039,"Dallas County, Arkansas",125.74,125.16,124.15,122.6,123.68,125.8,126.79,126.86,128.68,5547,5561,5548,5511,5521,5446,5394,5399,5331,2.94,0.023381581,-216,-0.038939968,05039
133,5041,"Desha County, Arkansas",119.34,121.76,123.11,123.12,123.51,123.91,124.45,125.16,124.88,8821,8650,8683,8620,8536,8323,8183,8010,7981,5.54,0.046421988,-840,-0.095227298,05041
134,5043,"Drew County, Arkansas",132.33,131.96,132.52,133.84,132.39,134.19,133.95,132.87,131.86,12118,11877,11830,11794,11774,11739,11640,11575,11647,-0.47,-0.003551727,-471,-0.0388678,05043
135,5045,"Faulkner County, Arkansas",140.44,140.77,140.32,141.32,142.6,142.86,144.54,145.45,146.17,59457,64243,66203,68149,69669,71027,71977,72992,73744,5.73,0.040800342,14287,0.240291303,05045
